id,study_name,effect_key,b,s,n,specialty,outcome_group,outcome_flag,outcome_nr,comparison_nr,RCT,study_year,outcome_name,comparison_name,z,gold_answer_GPT4,llama3-8b-8192,llama3-70b-8192,llama-3_1-70b-versatile,mixtral-8x7b-32768,gemma-7b-it,human_response,MV,llama3-8b-8192_cleaned,llama3-70b-8192_cleaned,llama-3_1-70b-versatile_cleaned,mixtral-8x7b-32768_cleaned,gemma-7b-it_cleaned,MV_cleaned,gold_answer_GPT4_cleaned,gemini-1_5-flash-002,gemini-1_5-flash-002_tokens,gemini-1_5-flash-002_logprobs,gemini-1_5-pro-002,gemini-1_5-flash-002_cleaned,gemini-1_5-pro-002_cleaned,meta-llama_Llama-3_2-1B-Instruct,meta-llama_Llama-3_2-1B-Instruct_cleaned,meta-llama_Llama-3_2-3B-Instruct,meta-llama_Llama-3_2-3B-Instruct_cleaned,meta-llama_Llama-3_2-1B-Instruct_probs,meta-llama_Llama-3_2-3B-Instruct_probs,microsoft_Phi-3_5-mini-instruct,google_gemma-2-2b-it,microsoft_Phi-3_5-mini-instruct_cleaned,google_gemma-2-2b-it_cleaned,microsoft_Phi-3_5-mini-instruct_probs,google_gemma-2-2b-it_probs,label,question,question_id,user,status
CD000031,Parsons 2009,STD-Parsons-2009 0.507 0.687 71 72,-0.723000143709626,0.727913042543171,143,Psychiatry & Mental Health,efficacy,DICH,1,8,yes,2009.0,St John's wort versus placebo,St John's wort versus placebo. Abstinence at 6m or greater follow-up,-0.993250706408034,neutral,neutral,positive,neutral,"neutral

the","positive.

st john",neu,negative,neu,pos,neu,neu,pos,neg,neu,"neutral
",neutral,0.6102789690775299,"neutral
",neu,neu,negative.,neg,neutral,neu,0.3994163609481385,0.5926793525600543, neutral,"positive 
",neu,pos,0.997397893294162,0.91504407259755,,"In a medical study on 'St John's wort versus placebo. Abstinence at 6m or greater follow-up', the outcome is 'St John's wort versus placebo'. Is this considered a positive or negative health outcome?",Q63,empty,available
CD000031,Sood 2012,STD-Sood-2012 0.7 0.553 80 40,-0.398639143037764,0.620586175777029,120,Psychiatry & Mental Health,efficacy,DICH,1,9,yes,2012.0,SAMe versus placebo,SAMe versus placebo. Abstinence at 6m or greater follow-up,-0.642359044718701,neutral,neutral,positive,positive,"neutral

the","positive.

same",neu,negative,neu,pos,pos,neu,pos,neg,neu,"neutral
",Neutral,0.5922264265165484,"neutral
",neu,neu,positive.,pos,neutral,neu,0.3843582514316366,0.5212615932319822, neutral,"positive 
",neu,pos,0.991512825866465,0.8649280900338437,,"In a medical study on 'SAMe versus placebo. Abstinence at 6m or greater follow-up', the outcome is 'SAMe versus placebo'. Is this considered a positive or negative health outcome?",Q64,empty,available
CD000032,Ceesay 1997,STD-Ceesay-1997 0.418 0.429 652 545,-0.889857474806,0.436970427145016,1197,Pregnancy & Childbirth,efficacy,DICH,1,2,yes,1997.0,Stillbirth,Balanced protein/energy supplementation versus control or no intervention in pregnancy,-2.03642493754088,negative,negative,negative,negative.,negative,"negative.

stillbirth",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.99883054904136,"negative
",neg,neg,negative.,neg,negative.,neg,0.5914795755141447,0.8528572063435987, negative,"negative 
",neg,neg,0.9840411078331724,0.5959296810783988,,"In a medical study on 'Balanced protein/energy supplementation versus control or no intervention in pregnancy', the outcome is 'Stillbirth'. Is this considered a positive or negative health outcome?",Q65,empty,available
CD000032,Kafatos 1989,STD-Kafatos-1989 0.373 0.831 223 208,-1.00124745435012,0.842289139934864,431,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1989.0,Stillbirth,Nutritional education during pregnancy versus no nutritional education (or normal care),-1.1887217902721,negative,negative,negative,negative.,negative,"negative.

stillbirth",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9989516417119202,"negative
",neg,neg,negative.,neg,negative.,neg,0.5485888359919916,0.8573665443426225, negative,"negative 
",neg,neg,0.9647780317877952,0.6183015152306601,,"In a medical study on 'Nutritional education during pregnancy versus no nutritional education (or normal care)', the outcome is 'Stillbirth'. Is this considered a positive or negative health outcome?",Q66,empty,available
CD000033,Bohn 1989,STD-Bohn-1989 1 0.365 41 41,0.0,0.498482545817653,82,Emergency & Trauma,efficacy,DICH,1,1,yes,1989.0,Death at the end of follow-up,Barbiturate vs no barbiturate,0.0,negative,negative,negative,negative.,negative,"negative.

death is",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.998012340516628,"negative
",neg,neg,negative.,neg,negative.,neg,0.7636325361840771,0.8491919870083338, negative,"negative 
",neg,neg,0.993698973964972,0.748109028538201,,"In a medical study on 'Barbiturate vs no barbiturate', the outcome is 'Death at the end of follow-up'. Is this considered a positive or negative health outcome?",Q67,empty,available
CD000033,Pérez-Bárcena 2008,STD-P_x00e9_rez_x002d_B_x00e1_rcena-2008 1.778 0.28 21 21,1.45083288225746,0.675976659689108,42,Emergency & Trauma,efficacy,DICH,1,3,no,2008.0,Death at the end of follow-up (6 months),Pentobarbital vs Thiopental,2.14627659322545,negative,negative,negative,negative.,negative,"negative.

death is",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.996516433745142,"negative
",neg,neg,negative.,neg,negative.,neg,0.4996835687525927,0.9342197921948046, negative,"negative 
",neg,neg,0.995660975180434,0.5361658425414858,,"In a medical study on 'Pentobarbital vs Thiopental', the outcome is 'Death at the end of follow-up (6 months)'. Is this considered a positive or negative health outcome?",Q68,empty,available
CD000033,Schwartz 1984,STD-Schwartz-1984 0.8 0.414 15 14,-0.405465108108164,0.750661084306402,29,Emergency & Trauma,efficacy,DICH,1,2,yes,1984.0,Death at the end of follow-up (1 year),Barbiturate vs Mannitol,-0.540144036483265,negative,negative,negative,negative.,negative,"negative.

death is",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9988486276383728,"negative
",neg,neg,negative.,neg,negative.,neg,0.6860996843182859,0.8932619718246152, negative,"negative 
",neg,neg,0.9940762658300484,0.6143388289155464,,"In a medical study on 'Barbiturate vs Mannitol', the outcome is 'Death at the end of follow-up (1 year)'. Is this considered a positive or negative health outcome?",Q69,empty,available
CD000034,Laurin 1987,STD-Laurin-1987 0.43 0.551 49 58,-0.968115799738741,0.620006378092995,107,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1987.0,Operative delivery for fetal distress,Bed rest in hospital versus ambulatory management,-1.56146103321784,negative,negative,negative,negative.,negative,"positive.

operative",neg,negative,neg,neg,neg,neg,pos,neg,neg,"negative
",negative,0.9973266713243804,"negative
",neg,neg,negative.,neg,negative,neg,0.5924616756798464,0.9651253505355908, negative,"negative 
",neg,neg,0.9456710329686948,0.773239869717209,,"In a medical study on 'Bed rest in hospital versus ambulatory management', the outcome is 'Operative delivery for fetal distress'. Is this considered a positive or negative health outcome?",Q70,empty,available
CD000035,Kulier 1997,STD-Kulier-1997 0.427 0.366 13 10,-2.66722820658196,1.19837853414984,23,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1997.0,No improvement in fetal heart rate abnormality,Tocolytics versus no treatment,-2.22569758267087,negative,negative,negative,negative.,negative,"negative.

a lack",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9959925045281528,"negative
",neg,neg,negative.,neg,negative,neg,0.5764784900722503,0.7948661448484252, negative,"negative 
",neg,neg,0.9796650154674672,0.588540225772128,,"In a medical study on 'Tocolytics versus no treatment', the outcome is 'No improvement in fetal heart rate abnormality'. Is this considered a positive or negative health outcome?",Q71,empty,available
CD000035,Magann 1993,STD-Magann-1993 0.286 0.746 23 23,-1.52469668397901,0.867742006863901,46,Pregnancy & Childbirth,efficacy,DICH,1,2,no,1993.0,No improvement in fetal heart rate abnormality,Terbutaline versus Magnesium sulphate,-1.75708525335705,negative,negative,negative,negative.,neutral,"negative.

a lack",neg,negative,neg,neg,neg,neu,neg,neg,neg,"negative
",negative,0.998522136117946,"negative
",neg,neg,negative.,neg,negative,neg,0.5104585834363053,0.7899028525991456, negative,"negative 
",neg,neg,0.9808726170941408,0.5993950139022872,,"In a medical study on 'Terbutaline versus Magnesium sulphate', the outcome is 'No improvement in fetal heart rate abnormality'. Is this considered a positive or negative health outcome?",Q72,empty,available
CD000036,Cabero 1988,STD-Cabero-1988 1.171 0.228 44 54,0.283721671235684,0.409636245885491,98,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1988.0,Low birthweight for gestational age,Ritodrine versus control,0.692618570952814,negative,negative,negative,negative.,negative,"negative.

low birth",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9998260067985733,"negative
",neg,neg,negative.,neg,negative.,neg,0.5894367389940252,0.9478359649375824, negative,"negative 
",neg,neg,0.989001981971122,0.546168326927415,,"In a medical study on 'Ritodrine versus control', the outcome is 'Low birthweight for gestational age'. Is this considered a positive or negative health outcome?",Q73,empty,available
CD000037,Campbell 1978,STD-Campbell-1978 1.833 0.298 50 50,0.911517453121497,0.436827144275454,100,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1978.0,Forceps delivery,Prophylactic tocolytics in 2nd stage of labour,2.08667768261835,negative,negative,negative,negative.,negative,"negative.

forceps",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9759438402031886,"negative
",neg,neg,negative.,neg,negative,neg,0.4876451132676414,0.4620066346459588, negative,"negative 
",neg,neg,0.9478163682892748,0.5992914153482669,,"In a medical study on 'Prophylactic tocolytics in 2nd stage of labour', the outcome is 'Forceps delivery'. Is this considered a positive or negative health outcome?",Q74,empty,available
CD000038,Alfirevic 1995,STD-Alfirevic-1995 3.041 1.625 72 73,1.12620024518694,1.64141954503702,145,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1995.0,Perinatal deaths including major malformations,Biophysical profile versus conventional fetal monitoring (CTG),0.686113582960617,negative,negative,negative,negative.,negative,"negative.

perinatal",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.6531340418133769,"negative
",neg,neg,negative.,neg,negative.,neg,0.5833504650140863,0.905761232807196, negative,"negative 
",neg,neg,0.95250362510398,0.8190448276658105,,"In a medical study on 'Biophysical profile versus conventional fetal monitoring (CTG)', the outcome is 'Perinatal deaths including major malformations'. Is this considered a positive or negative health outcome?",Q75,empty,available
CD000039,Bath 2000,STD-Bath-2000 2 0.707 16 18,0.693147180559945,0.707106781186547,34,Neurology,efficacy,DICH,1,1,no,2000.0,"Death or dependency, end of trial by intervention",Blood pressure lowering therapy in acute stroke,0.980258143468547,negative,negative,negative,negative.,negative,"negative.

the outcome",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.989182987226758,"negative
",neg,neg,negative.,neg,negative.,neg,0.5861572210227232,0.923857544479382, negative,"negative 
",neg,neg,0.9840864754669152,0.6967979134804217,,"In a medical study on 'Blood pressure lowering therapy in acute stroke', the outcome is 'Death or dependency, end of trial by intervention'. Is this considered a positive or negative health outcome?",Q76,empty,available
CD000039,COSSACS 2010,STD-COSSACS-2010 1.105 0.15 379 384,0.099490477838031,0.149938232147918,763,Neurology,efficacy,DICH,1,2,no,2005.0,"Death or dependency, end of trial by C/S",Blood pressure altering by continue or stop prestroke antihypertensives (C/S),0.663543089796344,negative,negative,negative,negative.,negative,"negative.

the outcome",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.893769595660257,"negative
",neg,neg,negative.,neg,negative,neg,0.63728350360745,0.9162579342953346, negative,"negative 
",neg,neg,0.9953801477034024,0.7837825132239321,,"In a medical study on 'Blood pressure altering by continue or stop prestroke antihypertensives (C/S)', the outcome is 'Death or dependency, end of trial by C/S'. Is this considered a positive or negative health outcome?",Q77,empty,available
CD000040,USA 1989,STD-USA-1989 2.981 0.523 36 36,1.15745278869104,0.562923722082412,72,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1989.0,Preterm labour.,Routine transfusion versus selective transfusion.,2.05614498605477,negative,negative,negative,negative.,negative,"negative.

preterm",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9988486276383728,"negative
",neg,neg,negative.,neg,negative.,neg,0.5209422644015901,0.9006955309412126, negative,"negative 
",neg,neg,0.9576028881761368,0.5059727891598638,,"In a medical study on 'Routine transfusion versus selective transfusion.', the outcome is 'Preterm labour.'. Is this considered a positive or negative health outcome?",Q78,empty,available
CD000044,Harrison 1979,STD-Harrison-1979 0.838 0.814 16 14,-0.182321556793955,0.82663978450915,30,Gynaecology & Urology,efficacy,DICH,1,1,no,1979.0,Pregnancy per patient,Bromocriptine vs Placebo,-0.220557442565162,positive,negative,positive,positive,positive,"positive.

pregnancy is",pos,negative,neg,pos,pos,pos,pos,neg,pos,"positive
",positive,0.9994552788144838,"positive
",pos,pos,positive.,pos,negative,neg,0.467321298001676,0.4205753335390135," positive
","positive 
",pos,pos,0.510310340517711,0.7829995059153404,,"In a medical study on 'Bromocriptine vs Placebo', the outcome is 'Pregnancy per patient'. Is this considered a positive or negative health outcome?",Q79,empty,available
CD000046,Ingelman 1953,STD-Ingelman-1953 1.79 0.612 25 20,0.606135803570315,0.632797677328939,45,Pregnancy & Childbirth,efficacy,DICH,1,6,no,1953.0,Single injection given before symptoms subsided,Oxytocin versus placebo,0.957866669373433,neutral,positive,positive,neutral.,positive,"positive.

the outcome",neu,negative,pos,pos,neu,pos,pos,neg,neu,"negative
",negative,0.5909192876633463,"negative
",neg,neg,positive.,pos,positive,pos,0.4096597757876509,0.4947078645527589, neutral,"positive 
",neu,pos,0.4540989491452172,0.8556515068422449,,"In a medical study on 'Oxytocin versus placebo', the outcome is 'Single injection given before symptoms subsided'. Is this considered a positive or negative health outcome?",Q80,empty,available
CD000046,Kee 1989,STD-Kee-1989 3.603 0.534 35 35,1.38629436111989,0.593616839704664,70,Pregnancy & Childbirth,efficacy,DICH,1,5,no,1989.0,Total Improvement Rating (all outcomes measured by the researcher),Use of Serrapeptase (Danzen) versus placebo,2.33533530115082,positive,positive,positive,positive,positive,"positive.

a higher",pos,negative,pos,pos,pos,pos,pos,neg,pos,"positive
",positive,0.9957264317928918,"positive
",pos,pos,positive,pos,positive.,pos,0.3293406743756668,0.5476782868970479, positive,"positive 
",pos,pos,0.8804165464045153,0.9171299556425137,,"In a medical study on 'Use of Serrapeptase (Danzen) versus placebo', the outcome is 'Total Improvement Rating (all outcomes measured by the researcher)'. Is this considered a positive or negative health outcome?",Q81,empty,available
CD000046,Murata 1965,STD-Murata-1965 8.02 0.543 35 24,2.26868354131836,0.62341753687826,59,Pregnancy & Childbirth,efficacy,DICH,1,8,no,1965.0,Improvement in symptoms (pain and swelling) measured by researcher,Use of Kimotab (Bromelain and trypsin protease complex) versus placebo,3.63910767200858,positive,positive,positive,positive,positive,"positive.

the outcome",pos,negative,pos,pos,pos,pos,pos,neg,pos,"positive
",positive,0.9996672974377764,"positive
",pos,pos,positive.,pos,positive,pos,0.4116545800639316,0.6761522091032811, positive,"positive 
",pos,pos,0.9940885170919364,0.9686986806651984,,"In a medical study on 'Use of Kimotab (Bromelain and trypsin protease complex) versus placebo', the outcome is 'Improvement in symptoms (pain and swelling) measured by researcher'. Is this considered a positive or negative health outcome?",Q82,empty,available
CD000047,Rabinovici 1987,STD-Rabinovici-1987 3.667 0.592 27 27,1.70474809223843,0.72691752689634,54,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1987.0,Maternal febrile morbidity,Effect of caesarean delivery of the second twin,2.34517401102853,negative,negative,negative,negative.,negative,"negative.

maternal",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9907326292449424,"negative
",neg,neg,negative.,neg,negative.,neg,0.5642265516401543,0.929585559173252, negative,"negative 
",neg,neg,0.9850244395244314,0.5752460506265783,,"In a medical study on 'Effect of caesarean delivery of the second twin', the outcome is 'Maternal febrile morbidity'. Is this considered a positive or negative health outcome?",Q83,empty,available
CD000048,LeBard 1989,STD-LeBard-1989 0.341 1.045 11 15,-1.29098418131557,1.20037872811421,26,Neonatal,efficacy,DICH,1,1,no,1989.0,Postoperative apnoea/bradycardia,Caffeine vs placebo with induction of general anesthesia,-1.07548072210818,negative,negative,negative,negative.,negative,"negative.

apno",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9957350617912742,"negative
",neg,neg,negative.,neg,negative,neg,0.4979590511209597,0.9404372392162184, negative,"negative 
",neg,neg,0.975571543437826,0.6462753828597472,,"In a medical study on 'Caffeine vs placebo with induction of general anesthesia', the outcome is 'Postoperative apnoea/bradycardia'. Is this considered a positive or negative health outcome?",Q84,empty,available
CD000049,Janssens 1985,STD-Janssens-1985 0.496 0.53 50 50,-0.72676379135893,0.553122098585887,100,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1985.0,Preterm birth (< 38 weeks),Flunarizine versus no treatment,-1.31393013082821,negative,negative,negative,negative.,negative,"negative.

preterm",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9997545908777462,"negative
",neg,neg,negative.,neg,negative,neg,0.4571433615171861,0.8349708337455383, negative,"negative 
",neg,neg,0.949649470630728,0.6144997836791815,,"In a medical study on 'Flunarizine versus no treatment', the outcome is 'Preterm birth (< 38 weeks)'. Is this considered a positive or negative health outcome?",Q85,empty,available
CD000050,Ford-London,STD-Ford_x002d_London 0.127 0.847 35 38,-2.65324196460721,1.48754307456957,73,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1995.0,Number lost to follow up,CASE MANAGEMENT vs STANDARD CARE,-1.78364042693348,negative,neutral,negative,negative.,"negative, as it implies","negative.

loss to",neu,negative,neu,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9887492108792102,"negative
",neg,neg,negative.,neg,negative.,neg,0.4933223324592468,0.8147991325956331, negative,"negative 
",neg,neg,0.9950821261950972,0.599065025541149,,"In a medical study on 'CASE MANAGEMENT vs STANDARD CARE', the outcome is 'Number lost to follow up'. Is this considered a positive or negative health outcome?",Q86,empty,available
CD000051,Bung 1987,STD-Bung-1987 0.664 0.342 30 31,-0.653141845946246,0.537570701927193,61,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1987.0,Non-cephalic births,Cephalic version by postural management,-1.21498780272945,negative,negative,negative,negative.,negative,"negative.

cephal",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9986955774995872,"negative
",neg,neg,negative.,neg,negative,neg,0.4131924259156538,0.5390446158001405, negative,"positive 
",neg,pos,0.9875585822475484,0.8561673696647937,,"In a medical study on 'Cephalic version by postural management', the outcome is 'Non-cephalic births'. Is this considered a positive or negative health outcome?",Q87,empty,available
CD000052,Chou 1995,STD-Chou-1995 0.913 0.651 71 81,-0.0971028304188448,0.691435657072421,152,Lungs,efficacy,DICH,1,1,no,1995.0,Hospital admission,Spacer (chamber) versus nebuliser (multiple-treatment studies),-0.140436538708437,negative,negative,negative,negative.,negative,"negative.

hospital admission",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9992083938356088,"negative
",neg,neg,negative.,neg,negative.,neg,0.4995870498764899,0.8878332387651983, negative,"negative 
",neg,neg,0.975530246089271,0.6735502853826111,,"In a medical study on 'Spacer (chamber) versus nebuliser (multiple-treatment studies)', the outcome is 'Hospital admission'. Is this considered a positive or negative health outcome?",Q88,empty,available
CD000052,Ferrés 1989,STD-Ferr_x00e9_s-1989 0.585 0.84 41 48,-0.57251919277133,0.893514576472202,89,Lungs,efficacy,DICH,1,2,no,1989.0,Hospital admission,Spacer (chamber) versus nebuliser (single-treatment studies),-0.640749695468613,negative,negative,negative,negative.,negative,"negative.

hospital admission",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9980733292175747,"negative
",neg,neg,negative.,neg,negative.,neg,0.4920760202465574,0.8797626383717873, negative,"negative 
",neg,neg,0.976973036269592,0.6233009514973961,,"In a medical study on 'Spacer (chamber) versus nebuliser (single-treatment studies)', the outcome is 'Hospital admission'. Is this considered a positive or negative health outcome?",Q89,empty,available
CD000053,Abden Abdi 1989 SOM,STD-Abden-Abdi-1989-SOM 0.915 0.141 100 101,-0.179133610317767,0.282427619799725,201,Infectious Diseases,efficacy,DICH,1,9,yes,1989.0,Parasitological failure,Metrifonate 3 doses 2 weeks apart: 7.5 mg/kg versus 5 mg/kg,-0.634263782149901,negative,negative,negative,negative.,negative,"negative.

parasito",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9972845694692384,"negative
",neg,neg,negative.,neg,negative,neg,0.4799817295021917,0.6248034998032033, negative,"negative 
",neg,neg,0.99287109157665,0.6887467200343004,,"In a medical study on 'Metrifonate 3 doses 2 weeks apart: 7.5 mg/kg versus 5 mg/kg', the outcome is 'Parasitological failure'. Is this considered a positive or negative health outcome?",Q90,empty,available
CD000053,Basra 2012 GAB,STD-Basra-2012-GAB 0.574 0.186 30 14,-2.43141796483701,1.10038704479453,44,Infectious Diseases,efficacy,DICH,1,14,yes,2009.0,Parasitological failure at six weeks,Mefloquine versus placebo,-2.20960249971955,negative,negative,negative,negative.,negative,"negative.

parasito",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9970645429043083,"negative
",neg,neg,negative.,neg,negative,neg,0.5677364102798358,0.778068524822916, negative,"negative 
",neg,neg,0.9908672712417318,0.5990653469047577,,"In a medical study on 'Mefloquine versus placebo', the outcome is 'Parasitological failure at six weeks'. Is this considered a positive or negative health outcome?",Q91,empty,available
CD000053,Borrmann 2001 GAB,STD-Borrmann-2001-GAB 0.337 0.197 89 30,-2.38262780066758,0.515154943084714,119,Infectious Diseases,efficacy,DICH,1,1,yes,2001.0,Parasitological failure,Praziquantel 40 mg/kg single dose versus placebo,-4.62507024857524,negative,negative,negative,negative.,negative,"negative.

parasito",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9962927931219668,"negative
",neg,neg,negative.,neg,negative,neg,0.5560292447276,0.6495339736479877, negative,"positive 
",neg,pos,0.9603145699095038,0.8118006493476728,,"In a medical study on 'Praziquantel 40 mg/kg single dose versus placebo', the outcome is 'Parasitological failure'. Is this considered a positive or negative health outcome?",Q92,empty,available
CD000053,Davis 1981 ZMB,STD-Davis-1981-ZMB 0.168 1.498 45 53,-1.8416491387309,1.52561275816975,98,Infectious Diseases,efficacy,DICH,1,2,yes,1981.0,Parasitological failure at four to six weeks,Praziquantel 40 mg/kg single dose versus lower doses,-1.20715373470021,negative,negative,negative,negative.,negative,"negative.

parasito",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9230460260619032,"negative
",neg,neg,negative.,neg,negative,neg,0.6241585919925373,0.828395021111076, negative,"negative 
",neg,neg,0.992413696051666,0.6367652943576039,,"In a medical study on 'Praziquantel 40 mg/kg single dose versus lower doses', the outcome is 'Parasitological failure at four to six weeks'. Is this considered a positive or negative health outcome?",Q93,empty,available
CD000053,Jewsbury 1976 ZWE,STD-Jewsbury-1976-ZWE 0.407 0.164 55 38,-4.74183555147433,1.44923056022399,93,Infectious Diseases,efficacy,DICH,1,7,yes,1976.0,Parasitological failure,Metrifonate multiple doses versus placebo,-3.27196767831163,negative,negative,negative,negative.,negative,"negative.

parasito",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9840944438630546,"negative
",neg,neg,negative.,neg,negative,neg,0.6000622243334619,0.7087757814079713, negative,"positive 
",neg,pos,0.96030258552494,0.7648792359017806,,"In a medical study on 'Metrifonate multiple doses versus placebo', the outcome is 'Parasitological failure'. Is this considered a positive or negative health outcome?",Q94,empty,available
CD000053,Kardaman 1985 SDN,STD-Kardaman-1985-SDN 0.714 0.211 110 101,-0.483646405649522,0.301781047827557,211,Infectious Diseases,efficacy,DICH,1,3,yes,1985.0,Parasitological failure,Praziquantel 40 mg/kg single dose versus 2 x 20 mg/kg split dose,-1.60264008999626,negative,negative,negative,negative.,negative,"negative.

parasito",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9976029010412892,"negative
",neg,neg,negative.,neg,negative,neg,0.5842390379391569,0.7494647894535139, negative,"negative 
",neg,neg,0.9783517458154228,0.580581683564991,,"In a medical study on 'Praziquantel 40 mg/kg single dose versus 2 x 20 mg/kg split dose', the outcome is 'Parasitological failure'. Is this considered a positive or negative health outcome?",Q95,empty,available
CD000053,Keiser 2010 CIV,STD-Keiser-2010-CIV 0.154 0.558 26 20,-3.13549421592915,0.802170967356439,46,Infectious Diseases,efficacy,DICH,1,12,yes,2008.0,Parasitological failure,Praziquantel versus artesunate,-3.90876053051658,negative,negative,negative,negative.,negative,"negative.

parasito",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9974486199168832,"negative
",neg,neg,negative.,neg,negative,neg,0.6221703209067271,0.8405511497760332, negative,"negative 
",neg,neg,0.9525415896840956,0.5695101096191333,,"In a medical study on 'Praziquantel versus artesunate', the outcome is 'Parasitological failure'. Is this considered a positive or negative health outcome?",Q96,empty,available
CD000053,Rey 1984 NER,STD-Rey-1984-NER 0.752 0.21 50 62,-0.53467683958817,0.384862471874114,112,Infectious Diseases,efficacy,DICH,1,8,yes,1984.0,Parasitological failure at one month,Metrifonate multiple doses versus single dose,-1.38926728029502,negative,negative,negative,negative.,negative,"negative.

parasito",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9973679481385436,"negative
",neg,neg,negative.,neg,negative,neg,0.6488587438935828,0.8423124307192345, negative,"negative 
",neg,neg,0.9908672712417318,0.5807697595749456,,"In a medical study on 'Metrifonate multiple doses versus single dose', the outcome is 'Parasitological failure at one month'. Is this considered a positive or negative health outcome?",Q97,empty,available
CD000053,Sacko 2009 MLI,STD-Sacko-2009-MLI 1.16 0.098 150 150,0.357600441459675,0.235231531400485,300,Infectious Diseases,efficacy,DICH,1,4,yes,2009.0,Praziquantel 40 mg/single dose versus praziquantel 2 x 40 mg/kg: parasitological failure,Praziquantel 40 mg/kg single dose versus praziquantel 2 x 40 mg/kg or 3 x 40 mg/kg,1.52020623821411,negative,negative,negative,negative.,negative,"negative.

the outcome",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9933584710945266,"negative
",neg,neg,negative.,neg,negative,neg,0.592558018652334,0.8293598254584145, negative,"negative 
",neg,neg,0.9914038472605068,0.653884313483514,,"In a medical study on 'Praziquantel 40 mg/kg single dose versus praziquantel 2 x 40 mg/kg or 3 x 40 mg/kg', the outcome is 'Praziquantel 40 mg/single dose versus praziquantel 2 x 40 mg/kg: parasitological failure'. Is this considered a positive or negative health outcome?",Q98,empty,available
CD000053,van den Biggelaar 02 GAB,STD-van-den-Biggelaar-02-GAB 2.707 0.313 41 21,2.91777073208428,0.700937045185045,62,Infectious Diseases,efficacy,DICH,1,5,yes,nan,Parasitological failure,Praziquantel 40 mg/kg single dose versus multiple doses,4.16267160100519,negative,negative,negative,negative.,negative,"negative.

parasito",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9837228599420847,"negative
",neg,neg,negative.,neg,negative,neg,0.5873820168764962,0.7501019875983186, negative,"negative 
",neg,neg,0.9687988087715924,0.5756639592636312,,"In a medical study on 'Praziquantel 40 mg/kg single dose versus multiple doses', the outcome is 'Parasitological failure'. Is this considered a positive or negative health outcome?",Q99,empty,available
